geneid,log2FoldChange,pvalue,padj
Os04g0208500,5.078096656,0.002265386,0.016119694
Os06g0192000,5.078064189,0.002860398,0.019407185
Os10g0186200,5.074671104,0.004385896,0.027349674
Os03g0426350,5.046342736,0.197574978,0.416732273
Os12g0634700,5.032013401,0.003158104,0.021051016
Os10g0552600,5.032013401,0.003158104,0.021051016
Os12g0485150,5.01317055,0.000638573,0.005829053
Os11g0539500,5.005259076,0.005867671,0.034546725
Os07g0539400,4.994503953,0.202259801,0.422303037
Os09g0132200,4.980784174,0.003864713,0.024781168
Os01g0128100,4.971071837,0.003254903,0.021517125
Os04g0540600,4.969384488,0.003321363,0.021871828
Os03g0803200,4.952636814,0.000620675,0.005700198
Os05g0588225,4.950772758,0.005621942,0.033422511
Os07g0106900,4.941907871,6.05E-07,1.58E-05
Os02g0282000,4.931749584,0.188534407,0.40519531
Os08g0406500,4.926415072,0.007886153,0.043386451
Os01g0294700,4.921208153,0.005985857,0.035129553
Os04g0418100,4.919078979,0.004881616,0.029895233
Os04g0381700,4.91857514,0.004082119,0.02585813
Os12g0626200,4.867002761,0.009143921,0.048438983
Os04g0117300,4.857580045,0.005220654,0.031482421
Os02g0695200,4.834284112,0.000105992,0.001305067
Os02g0765600,4.819745417,NA,NA
Os01g0613500,4.80944331,0.009965794,0.05165963
Os10g0569100,4.794947521,0.006176172,0.035974549
Os04g0649500,4.794439639,0.008085,0.044058264
Os02g0538700,4.789891419,0.001427331,0.011114685
Os11g0201900,4.777317887,0.010903006,0.055200101
Os02g0724500,4.774521855,0.001333729,0.010534566
Os05g0106200,4.773139473,0.010042606,0.051973681
Os02g0658800,4.747812965,2.63E-15,4.64E-13
Os11g0150700,4.743298453,0.009350081,0.049315999
Os03g0784850,4.737497792,0.007930719,0.043532307
Os11g0635500,4.732644659,0.00945247,0.04978095
Os02g0318500,4.725200745,0.008121334,0.044190471
Os01g0110200,4.725055682,7.50E-35,3.20E-31
Os02g0230875,4.724939718,0.007872402,0.043342188
Os01g0211800,4.71025254,0.011327237,0.056752203
Os04g0530100,4.695587834,0.001827634,0.013546276
Os02g0743900,4.684572871,0.029585158,0.115840543
Os12g0274200,4.676899779,0.011466501,0.05724932
Os10g0498900,4.672001663,0.001900063,0.014006132
Os11g0143200,4.670216818,0.009626763,0.050350385
Os05g0341100,4.667246194,0.009545854,0.050070299
Os03g0798101,4.658562756,0.009442354,0.049756049
Os06g0290701,4.652187856,0.011171037,0.056166317
Os11g0249400,4.623139402,0.002354518,0.01662982
Os10g0537800,4.601404627,0.017256119,0.077353664
Os06g0681600,4.595655812,5.41E-16,1.18E-13
Os01g0802700,4.591806562,0.011373675,0.056908351
Os01g0132200,4.585489875,0.002696613,0.018492767
Os11g0209000,4.572873564,0.004908679,0.030025084
Os06g0291800,4.566757554,0.031001203,0.119702203
Os07g0192800,4.552580438,0.000267267,0.002855786
Os01g0949800,4.53146105,0.016557129,0.075087312
Os01g0310032,4.528437077,0.015213141,0.070463905
Os11g0244600,4.5168215,0.017402798,0.077847745
Os02g0722650,4.514217502,0.014506742,0.068028231
Os12g0493900,4.511843556,0.000523849,0.00496581
Os03g0124100,4.502741169,0.018452206,0.081405109
Os01g0195400,4.491407654,2.13E-23,1.71E-20
Os01g0237750,4.471707265,0.003797479,0.024429526
Os05g0503650,4.460327599,0.035161584,0.131237474
Os06g0281800,4.448651267,0.018962312,0.083054927
Os06g0493100,4.446954579,0.021121502,0.090319802
Os02g0659500,4.444824091,0.026651349,0.107271051
Os02g0219050,4.443735509,0.020264232,0.087324323
Os09g0395600,4.439300041,0.004156789,0.026227384
Os02g0507100,4.439220679,0.018174123,0.080524912
Os08g0414200,4.435320078,0.005267993,0.031685864
Os03g0641200,4.434907832,0.024082079,0.099500179
Os01g0871800,4.43220145,0.018959227,0.083054927
Os07g0691100,4.431477266,0.019592564,0.085044936
Os01g0892800,4.426505768,0.02102015,0.089961466
Os02g0172300,4.423672521,0.000544236,0.005111789
Os02g0787800,4.423236008,0.023023356,0.096394361
Os11g0525900,4.422418651,0.025666206,0.104288805
Os06g0207600,4.420690248,0.024389236,0.100438024
Os01g0159250,4.400234476,0.000592028,0.005498204
Os03g0739500,4.379941106,0.044788524,0.155608996
Os01g0721800,4.378364035,0.042237059,0.148886324
Os04g0688500,4.366360356,0.022954374,0.096151696
Os11g0125601,4.362703489,0.023682249,0.098302147
Os08g0393700,4.361981415,0.00611659,0.035700546
Os11g0514800,4.361948096,0.022630425,0.095168124
Os04g0140400,4.358226698,0.023906294,0.098990137
Os06g0644200,4.352698796,0.023763785,0.098559318
Os05g0215000,4.352698796,0.023763785,0.098559318
Os02g0491900,4.309832426,0.001058054,0.008787852
Os12g0223700,4.29518365,0.083293031,0.239988454
Os02g0618000,4.29406164,0.060355816,0.191849284
Os02g0585100,4.289817629,0.049330488,0.16688607
Os02g0791300,4.28754522,0.035308145,0.131567233
Os01g0281200,4.285786475,0.050435063,0.169624386
Os07g0284700,4.283412966,0.056272582,0.183025179
Os09g0437400,4.2815008,0.03006664,0.117135094
Os09g0316000,4.278850556,1.72E-29,4.00E-26
Os03g0168700,4.278733978,0.028453797,0.112667538
Os05g0543600,4.278017216,5.46E-16,1.18E-13
Os11g0156700,4.276843498,0.039906838,0.143292167
Os04g0174100,4.273629623,0.028649138,0.113178671
Os10g0416200,4.27246685,0.027535851,0.109916047
Os01g0253500,4.270095341,0.029328834,0.114977464
Os09g0545100,4.269295897,0.031464351,0.120943754
Os08g0526633,4.267616485,0.052088163,0.173647541
Os06g0191800,4.265358724,0.007544377,0.041887233
Os05g0160800,4.26295701,0.007021993,0.039771116
Os04g0472300,4.261968623,0.010144293,0.052351908
Os11g0153200,4.259047148,0.030778696,0.119130201
Os10g0371100,4.25411583,0.037631569,0.137218401
Os05g0161500,4.213220492,9.98E-05,0.001241348
Os12g0431100,4.210142724,0.131034884,0.322403192
Os03g0342100,4.202046267,0.095812871,0.262512102
Os10g0569400,4.192926822,0.059883944,0.190894039
Os08g0435750,4.188384226,0.03712606,0.136072241
Os01g0800000,4.185874574,0.038597301,0.139705981
Os03g0142200,4.185442229,0.035553886,0.132095173
Os02g0811400,4.18209272,0.037936689,0.138075536
Os11g0669100,4.179607711,0.03596501,0.133092353
Os11g0637600,4.177918774,0.034625443,0.129787026
Os03g0747100,4.17622963,0.036205621,0.133731676
Os12g0479300,4.174996157,0.03517259,0.131259435
Os03g0129800,4.174415495,0.010710453,0.054472796
Os06g0699301,4.17435396,0.010035261,0.051946162
Os06g0727800,4.169486691,0.038514236,0.139484137
Os10g0520100,4.168255811,0.037525294,0.136986838
Os05g0458600,4.16710981,4.40E-06,8.78E-05
Os07g0639500,4.160534218,0.04205715,0.14855678
Os03g0128000,4.158775462,1.16E-21,7.09E-19
Os05g0563600,4.156335064,6.10E-53,7.82E-49
Os04g0408600,4.155008135,3.09E-27,4.66E-24
Os09g0550400,4.15219312,0.067339275,0.206985074
Os08g0151300,4.140517984,9.39E-09,4.02E-07
Os10g0554900,4.129464684,7.93E-24,6.56E-21
Os03g0852400,4.122943975,2.22E-06,4.82E-05
Os07g0559000,4.118722365,0.011699298,0.058016472
Os09g0432700,4.101432405,0.013894018,0.065914907
Os10g0163340,4.091861601,0.074724806,0.222403728
Os11g0265000,4.087939171,0.046001743,0.158641005
Os01g0882800,4.085503362,0.073572185,0.220381119
Os09g0345500,4.085460728,0.029111411,0.11435255
Os07g0222200,4.082997558,0.045034877,0.156151663
Os02g0709600,4.082578467,0.045069971,0.156226712
Os01g0111700,4.082375011,0.022087241,0.093593649
Os12g0629300,4.076380904,0.000188455,0.002136631
Os08g0285200,4.076154033,0.014646338,0.068532342
Os07g0190400,4.075830615,0.045011973,0.156131284
Os08g0550850,4.070806681,0.052366169,0.174282682
Os11g0173366,4.067627104,0.052666062,0.175004863
Os02g0617400,4.067381754,0.018725,0.082226338
Os04g0588200,4.067163918,0.002483092,0.017308018
Os08g0477100,4.066475251,0.073848171,0.220872149
Os01g0653100,4.062214179,0.050994049,0.170935423
Os08g0550700,4.059951169,0.075514083,0.223998305
Os09g0422500,4.059610169,0.002289342,0.016258261
Os10g0104900,4.052083235,0.000375326,0.003783234
Os08g0454500,4.023192827,0.021546802,0.091929347
Os12g0242200,4.021756319,0.016760971,0.075703573
Os03g0861000,4.013078206,0.014286187,0.067252428
Os02g0226400,3.995536001,0.127964721,0.317822839
Os04g0453500,3.994203191,0.097200725,0.265180448
Os01g0834800,3.991075427,0.086160345,0.245380297
Os02g0212975,3.990996716,0.002881353,0.019526295
Os09g0491100,3.990755157,0.097692521,0.265899243
Os01g0248701,3.986346429,0.062986765,0.197516814
Os03g0799200,3.986115266,0.086834984,0.246643699
ENSRNA049473876,3.979979809,0.057415984,0.185613143
Os07g0197400,3.97901613,0.058221391,0.187530699
Os08g0517800,3.976200537,0.064089879,0.200143202
Os07g0531500,3.974210418,0.056166875,0.182820608
Os03g0833100,3.973702691,0.060371658,0.191852039
Os03g0275900,3.970413975,0.003287014,0.021684646
Os05g0250000,3.962506899,0.064399129,0.200741956
Os03g0143200,3.961317802,0.088599293,0.249689803
Os03g0611100,3.955634017,0.066377204,0.204740954
Os04g0161100,3.95484672,0.091174705,0.25442926
Os03g0100010,3.952158032,0.068500816,0.20957569
Os07g0558900,3.952031869,0.019366963,0.084365809
Os01g0842500,3.951428285,1.65E-07,5.09E-06
Os04g0626450,3.945738572,0.034514949,0.129503081
Os07g0668500,3.935259506,0.004036613,0.025641583
Os08g0214233,3.928948027,0.000160232,0.001857749
Os08g0551225,3.911683034,0.001502264,0.011566257
Os10g0113000,3.90747156,0.006053806,0.035455239
Os07g0664500,3.902211972,0.00794991,0.043598453
Os02g0261000,3.890213777,0.000920543,0.007838844
Os06g0285200,3.887438251,1.83E-08,7.24E-07
Os04g0393200,3.886945492,0.021523804,0.09185617
Os02g0653000,3.886161757,9.52E-06,0.00017011
Os04g0569300,3.884300992,1.88E-09,9.86E-08
Os04g0188433,3.880026438,0.148698045,0.348973256
Os07g0127600,3.874724835,0.040151204,0.143896648
Os10g0538200,3.873477534,0.087868695,0.248395803
Os10g0459300,3.87094656,0.104180822,0.277544728
Os08g0541900,3.870000204,0.109637061,0.286537797
Os09g0399800,3.869887551,0.106260638,0.281098114
Os03g0180600,3.869091742,0.076651578,0.22629835
Os11g0255500,3.869091742,0.076651578,0.22629835
Os08g0565900,3.868835418,0.109823174,0.286791601
Os03g0379500,3.86516244,0.106998773,0.282234874
Os02g0726000,3.864335834,0.071637524,0.216076313
Os11g0233201,3.859633163,0.070165087,0.213039461
Os02g0162200,3.858100287,0.072861232,0.218891235
Os01g0972200,3.85753819,0.074434874,0.221875846
Os08g0533900,3.85753819,0.074434874,0.221875846
Os04g0419400,3.855410724,0.108540586,0.284587548
gene-petE,3.855410724,0.108540586,0.284587548
Os10g0555900,3.851240918,1.73E-32,6.35E-29
Os02g0169275,3.850211055,0.073373195,0.220016546
Os03g0772100,3.847605235,0.072822557,0.218852028
Os10g0497700,3.840315577,0.107981147,0.283832676
Os09g0551000,3.837636712,0.049319187,0.166869869
Os04g0350201,3.83597633,0.111655741,0.289863733
Os02g0503500,3.832669356,0.112193405,0.290766265
Os06g0288000,3.828792077,0.11628246,0.297563715
Os07g0170900,3.826638537,0.000141925,0.001682802
Os08g0563400,3.820448416,0.160085522,0.365537582
Os07g0645300,3.819951877,0.005379104,0.032240649
Os04g0587100,3.804439489,0.008879032,0.047340433
Os02g0749250,3.770258066,0.02655892,0.106999877
Os03g0851100,3.754461786,0.173380308,0.383928258
Os11g0435800,3.75403616,0.032360206,0.12344284
Os01g0717400,3.752930341,0.136433593,0.330387851
Os01g0756900,3.752591303,4.46E-06,8.87E-05
Os04g0140666,3.751730146,0.00013626,0.001623152
Os02g0458100,3.751533705,0.037953723,0.138117915
Os03g0639400,3.747934436,0.007508214,0.041740715
Os04g0408801,3.744626341,0.127593543,0.317256608
Os06g0688300,3.743477442,0.131226102,0.322687756
Os01g0708201,3.742634435,0.095132207,0.261130029
Os07g0257200,3.742634435,0.095132207,0.261130029
Os08g0519300,3.741666023,0.008904768,0.047429256
Os01g0359400,3.739227047,0.100930472,0.271425428
Os05g0493600,3.738302832,0.128713063,0.31907017
Os02g0635800,3.735796233,0.091737048,0.255369547
Os04g0288500,3.734576358,0.00701355,0.039749657
Os01g0944700,3.731363707,0.000142743,0.001688597
Os01g0922100,3.730045449,0.099131302,0.268276442
Os04g0621100,3.730045449,0.099131302,0.268276442
Os10g0402200,3.729441401,0.002146069,0.015467999
Os07g0161700,3.727766038,0.127922371,0.317765866
Os02g0457250,3.727208411,0.091693807,0.255321714
Os11g0270000,3.726655279,0.097509793,0.265629458
Os05g0131401,3.724754935,0.129293909,0.31968521
Os03g0346150,3.722475892,0.128870827,0.31907017
Os09g0401000,3.720746277,0.054257272,0.178212291
Os09g0545000,3.71797293,0.099314233,0.26851626
Os05g0128300,3.716524456,0.129945293,0.320646016
Os11g0673400,3.711812372,0.133488166,0.325594219
Os08g0530066,3.711812372,0.133488166,0.325594219
Os12g0235650,3.711812372,0.133488166,0.325594219
Os05g0550250,3.708302003,0.032016751,0.12245831
Os03g0122100,3.70683358,0.031449696,0.120905562
Os01g0740150,3.706414357,0.137926897,0.33255866
Os03g0182000,3.704413973,1.05E-05,0.000184388
Os01g0277100,3.703132333,0.055191931,0.18040462
Os03g0732000,3.702733931,0.031553885,0.121142523
Os07g0283050,3.694551675,4.13E-13,4.66E-11
Os02g0653200,3.692404257,0.008000791,0.043776268
Os07g0125000,3.688767487,0.035731463,0.132501167
Os07g0125600,3.688767487,0.035731463,0.132501167
Os07g0126401,3.688767487,0.035731463,0.132501167
Os07g0474300,3.668698995,0.009499772,0.049961547
Os04g0496300,3.653368328,1.18E-06,2.77E-05
Os01g0941200,3.642010775,2.65E-25,2.71E-22
Os06g0234300,3.639295306,0.039174022,0.141393994
Os07g0282500,3.639114011,0.001401758,0.010940371
Os10g0578600,3.629406921,0.037101436,0.136001445
Os02g0824100,3.627875868,0.036763058,0.135167146
Os03g0366100,3.627547035,0.042315767,0.149100235
Os02g0678300,3.618389824,0.002173995,0.015620944
Os04g0436000,3.613172744,0.000610998,0.005643688
Os01g0114000,3.604977478,0.058489916,0.188116206
Os03g0251800,3.604463391,0.027259792,0.109068964
Os10g0555600,3.598584097,0.001910037,0.01406347
Os04g0522500,3.583700458,3.17E-05,0.000478517
Os12g0409700,3.569877302,0.053384844,0.176477854
Os07g0676900,3.560733326,0.077310215,0.227508859
Os08g0113900,3.556271846,2.55E-05,0.000396457
Os04g0185100,3.547565042,6.84E-06,0.000127864
Os07g0694400,3.543551476,0.050765757,0.17034717
Os11g0484300,3.536890864,2.89E-16,6.61E-14
Os12g0568900,3.519298386,0.003439873,0.022547929
Os01g0695700,3.497548911,9.47E-44,6.06E-40
Os02g0303500,3.492986827,0.058478142,0.188116206
Os01g0329900,3.487689314,1.31E-05,0.000224473
Os11g0247500,3.481890756,0.056091048,0.18263829
Os03g0817500,3.475049213,0.053889961,0.177506424
Os06g0291100,3.468443841,0.016934676,0.076273018
Os06g0688200,3.4671471,7.21E-06,0.000133776
Os04g0412700,3.46496855,0.057646602,0.186132823
Os05g0503500,3.461933659,1.04E-06,2.51E-05
Os04g0104900,3.459056163,0.000407284,0.004029278
Os10g0159600,3.455510214,5.68E-05,0.000788493
Os10g0207500,3.45522937,1.57E-06,3.55E-05
Os10g0577500,3.448601347,8.41E-14,1.08E-11
Os03g0111200,3.427815128,1.67E-27,3.06E-24
Os03g0103200,3.423840904,1.42E-05,0.000240004
Os03g0416200,3.417004303,1.91E-11,1.54E-09
Os05g0130600,3.411876451,0.000901266,0.007702852
Os04g0419600,3.405340835,0.024928107,0.102131897
Os07g0583500,3.402855187,0.005857606,0.034495387
Os02g0198700,3.394157545,0.094631741,0.260401171
Os01g0651150,3.386554585,0.036149687,0.133602111
Os05g0121100,3.382568817,0.004100049,0.025946049
Os03g0269300,3.38206115,7.27E-14,9.55E-12
Os06g0652100,3.37737659,0.019696418,0.085365581
Os05g0507000,3.371369748,0.084565869,0.242609676
Os04g0611400,3.347533609,0.000177461,0.002026331
Os01g0341000,3.347339364,0.000522896,0.004960446
Os02g0192001,3.334476551,0.008542419,0.045868063
Os02g0486500,3.3190398,0.022884816,0.095973734
Os02g0288100,3.31728402,2.26E-06,4.87E-05
Os04g0623200,3.312379538,0.027816504,0.110777477
Os10g0422800,3.310635934,0.070785137,0.214363262
Os04g0412800,3.309379715,0.03836377,0.139116173
Os03g0297800,3.297500958,0.107011439,0.282239228
Os10g0574901,3.29391321,0.08130618,0.236149202
Os06g0624700,3.292177011,0.001051311,0.008743178
Os09g0514500,3.290276891,8.33E-14,1.08E-11
Os07g0603700,3.287543799,1.52E-05,0.000255733
Os02g0695600,3.28671933,4.74E-05,0.00067566
Os04g0474800,3.282212155,2.57E-14,3.74E-12
Os09g0125400,3.28094686,0.001139371,0.009288612
Os01g0905400,3.279746191,7.23E-12,6.41E-10
Os12g0637400,3.279050478,6.05E-06,0.000114581
Os11g0125700,3.278281149,0.003160087,0.021058751
Os01g0800701,3.235970372,2.35E-10,1.48E-08
Os01g0936700,3.234008523,0.000406863,0.004026673
Os06g0673700,3.233408733,0.118187304,0.301078007
Os08g0195650,3.225545248,0.088704018,0.249902481
Os04g0479900,3.213263723,0.085035702,0.243258879
Os06g0696400,3.205903601,0.122602703,0.309015252
Os12g0454600,3.1729061,0.031478644,0.120966824
Os03g0751100,3.171708854,0.035298336,0.131556255
Os07g0127700,3.169342563,0.018608154,0.081895696
Os04g0413500,3.161886791,2.06E-31,5.87E-28
Os05g0556400,3.155687759,5.71E-17,1.39E-14
Os03g0705800,3.15560843,1.71E-09,9.05E-08
Os10g0438800,3.153104425,0.017467338,0.07802551
Os08g0266700,3.146768581,0.000965211,0.008151486
Os05g0579600,3.145441248,2.02E-07,6.13E-06
Os06g0564100,3.13806935,0.144926469,0.343030273
Os12g0512800,3.132705524,0.115327122,0.296194939
Os01g0595850,3.132705053,0.115297557,0.296167348
Os10g0453000,3.129964606,0.110518936,0.287999461
Os11g0638700,3.129433957,0.005742657,0.033982469
Os06g0730000,3.127357464,0.187057521,0.403476658
Os11g0180000,3.1255766,0.003165384,0.021077605
Os03g0656100,3.12514454,0.000378508,0.003809727
Os11g0674400,3.118482816,0.117551683,0.29988234
Os06g0263450,3.118482755,0.117521375,0.29988234
Os02g0572300,3.113915997,0.045306945,0.156793606
Os12g0587100,3.11102538,0.103157109,0.275648619
Os11g0249000,3.110313689,0.048854356,0.165690955
Os02g0234450,3.109383618,0.000974322,0.008214894
Os01g0117600,3.107367428,0.03613843,0.133579772
Os09g0541000,3.105850718,1.17E-06,2.76E-05
Os04g0368800,3.103160056,0.044836167,0.155686045
Os06g0164300,3.102683575,0.00155664,0.011882558
Os02g0211350,3.101711836,0.14151279,0.337929764
Os02g0179400,3.098970317,0.145277818,0.343653391
Os04g0644100,3.093531917,0.001526491,0.011707059
Os03g0214100,3.093145868,4.69E-05,0.000669114
Os04g0602500,3.086628324,3.26E-05,0.000488936
Os02g0276200,3.085614832,0.012741655,0.061798114
Os01g0953100,3.069401316,0.053109653,0.175898831
Os09g0129800,3.064858074,0.018756292,0.082349635
Os07g0498400,3.06469848,5.43E-05,0.000759408
Os10g0474250,3.060241729,0.014196338,0.066927831
Os09g0472700,3.054733733,9.33E-19,3.47E-16
ENSRNA049450658,3.054089538,0.002046009,0.014872312
Os11g0558300,3.049675576,5.86E-08,2.07E-06
Os01g0349800,3.041940553,0.048057295,0.163789846
Os10g0563900,3.041874935,0.006910839,0.039297922
Os03g0227400,3.041666879,0.008147236,0.044275003
Os01g0382400,3.035135382,4.85E-22,3.36E-19
Os11g0234001,3.030958097,0.165916568,0.373393074
Os10g0488400,3.028917938,0.159185325,0.364309179
Os05g0142600,3.024185406,0.166689654,0.374371452
Os06g0112300,3.021357127,0.130519235,0.321504938
Os05g0476000,3.020482277,0.026103801,0.105714825
Os08g0493800,3.018748195,0.000527536,0.004992995
Os11g0594500,3.017977084,0.122745876,0.309246519
Os04g0674350,3.015394632,0.161196256,0.367303838
Os11g0492100,3.01278687,0.054680273,0.179211132
Os11g0137000,3.009055283,0.124699578,0.312217171
Os09g0400400,3.006627223,0.161107634,0.367167207
Os03g0207800,3.004247738,0.133430566,0.325594219
Os02g0792500,2.999632044,0.133092932,0.325352339
Os02g0151300,2.999172142,0.073014556,0.219300431
Os07g0604100,2.999047729,4.25E-05,0.000613356
Os03g0580200,2.998606315,0.127088821,0.316493036
Os08g0503000,2.998060301,1.09E-08,4.55E-07
Os07g0578300,2.997239645,8.71E-11,6.16E-09
Os11g0284600,2.996966284,0.003316594,0.021846037
Os03g0770100,2.994490509,0.075359438,0.223617241
Os09g0460100,2.984824556,2.48E-15,4.47E-13
Os12g0107700,2.980796827,0.11285152,0.291890969
Os02g0629800,2.978575808,2.10E-06,4.57E-05
Os03g0817800,2.97798793,1.21E-21,7.21E-19
Os09g0538500,2.977806861,0.023376246,0.09736176
Os07g0480800,2.975775158,8.57E-08,2.90E-06
Os03g0306400,2.973662985,0.008908165,0.047434312
Os01g0322700,2.971821035,0.007032513,0.039821896
Os01g0877400,2.965153284,5.44E-05,0.000759408
ENSRNA049475862,2.962668394,0.019500167,0.084753081
Os08g0547500,2.958259314,0.030672224,0.118860729
Os03g0607600,2.955316838,0.028450529,0.112667538
Os10g0150400,2.949191198,2.90E-07,8.38E-06
Os03g0185700,2.9484393,0.018961744,0.083054927
Os03g0619875,2.944887427,2.34E-06,5.03E-05
Os07g0578700,2.943045799,0.063155211,0.197948132
Os01g0544450,2.941504769,4.21E-11,3.22E-09
Os03g0643900,2.939871866,0.065691248,0.203507055
Os05g0541750,2.936025818,9.48E-12,8.21E-10
Os11g0201441,2.932702915,0.081857989,0.237359143
Os04g0622400,2.923213371,0.005146118,0.031098815
Os03g0186900,2.92204761,1.62E-07,5.02E-06
Os01g0265100,2.917098017,1.25E-15,2.47E-13
Os06g0142500,2.91529602,0.063574204,0.198993625
EPlORYSAT000373847,2.91524223,0.18934938,0.406058954
Os01g0566701,2.912747995,0.199148808,0.418838683
Os10g0571600,2.912184795,4.96E-06,9.66E-05
Os01g0909000,2.909892004,0.18266792,0.397314523
Os01g0834125,2.90909136,0.155852587,0.359507638
Os04g0371100,2.906102955,0.097781901,0.266029481
Os02g0214050,2.904937025,0.153611871,0.356306713
Os11g0614500,2.900298282,0.148953036,0.349411667
Os05g0464350,2.900294859,0.148404439,0.348507648
Os03g0171700,2.898761129,0.143399605,0.34097328
Os08g0192100,2.898444437,0.185834648,0.401690669
Os09g0473883,2.896720152,0.144956838,0.343052466
Os11g0667000,2.894188811,0.142550012,0.33964071
Os08g0123833,2.893709648,0.185442632,0.401080152
ENSRNA049473879,2.893631752,0.190100779,0.406930014
Os07g0639400,2.893186201,0.079558137,0.232442207
Os04g0686000,2.891081746,0.156261635,0.360094601
Os01g0965700,2.888752833,0.074528639,0.222060874
Os10g0474300,2.88748102,0.156441876,0.360218386
Os02g0736900,2.886259427,0.187740951,0.404401281
Os11g0123066,2.882940379,0.096331087,0.263621858
Os04g0525200,2.882402069,0.151784569,0.353617023
Os11g0594000,2.882233905,0.024615279,0.101125105
Os03g0130950,2.878910611,0.073496361,0.220231232
Os01g0872566,2.877783436,0.03149918,0.121023166
Os07g0120100,2.877255357,0.002370181,0.016700566
Os06g0306300,2.877146683,0.011329178,0.056752203
Os04g0666800,2.873221027,1.46E-12,1.49E-10
Os10g0150800,2.870889013,9.75E-05,0.001216586
Os01g0832100,2.870094543,0.000518324,0.004926932
Os03g0128300,2.868633469,0.08123465,0.236032977
Os01g0805900,2.86816746,2.10E-27,3.36E-24
Os04g0650416,2.867539073,0.061901381,0.194938001
Os04g0243700,2.865845196,0.000766071,0.006745377
Os02g0299200,2.865363924,1.55E-05,0.000260239
Os05g0565100,2.864338391,0.000598593,0.005547109
Os05g0214300,2.86409371,0.041504276,0.147233013
Os06g0506200,2.863873511,0.090696362,0.253563873
Os03g0597800,2.863630761,0.209221263,0.431286452
Os11g0255200,2.862465665,0.077235949,0.227316415
